Unnamed: 0,ID_3,ID,ANHO_PLAN,ANHO-SIES,ANHO_SIES_CARR,ANHO_SIES_JOR,COD_PLA,ANHO,AÑO BÚSQUEDA SIES,Column6,PLAN_NOMBRE,JORNADA USACH,JORNADA SIES,ESTADO JORNADA,LLAVE,SIES_CARR,SIES,LLAVE SIES,PROGRAMA SIES,ID.1,OBSERVACIÓN,COD_PLAN2,COD CARRERA,Nombre carrera,REPLICA COD_SIES,DURACIÓN,Tipo Carrera  ,Nombre Título  ,COD_DEPTO,COD_DEPTO_2,COD_FAC,Columna2,FACULTAD,Columna1
3324.0,PUB-2018-9,7040-2018,2018-7040,2018-I71S1C72J1V1,2018-I71S1C72,2018-I71S1C72J1,7040.0,2018.0,2018.0,,PUBLICIDAD,1.0,1.0,OK,70402018.0,I71S1C72,I71S1C72J1V1,2018I71S1C72J1V1,PUBLICIDAD,2018PUB,SIN OBSERVACIONES,7040.0,PUB,PUBLICIDAD,I71S1C72J1V1,9.0,Plan Regular,"PUBLICISTA, MENCION GESTION DE NEGOCIOS Y GESTION CREATIVA",116.0,116.0,65.0,DEPTO DE PUBLICIDAD E IMAGEN,FACULTAD TECNOLÓGICA,65.0
3325.0,PUB-2019-9,7040-2019,2019-7040,2019-I71S1C72J1V1,2019-I71S1C72,2019-I71S1C72J1,7040.0,2019.0,2019.0,,PUBLICIDAD,1.0,1.0,OK,70402019.0,I71S1C72,I71S1C72J1V1,2019I71S1C72J1V1,PUBLICIDAD,2019PUB,SIN OBSERVACIONES,7040.0,PUB,PUBLICIDAD,I71S1C72J1V1,9.0,Plan Regular,"PUBLICISTA, MENCION GESTION DE NEGOCIOS Y GESTION CREATIVA",116.0,116.0,65.0,DEPTO DE PUBLICIDAD E IMAGEN,FACULTAD TECNOLÓGICA,65.0
3326.0,PUB-2020-9,7040-2020,2020-7040,2020-I71S1C72J1V1,2020-I71S1C72,2020-I71S1C72J1,7040.0,2020.0,2020.0,,PUBLICIDAD,1.0,1.0,OK,70402020.0,I71S1C72,I71S1C72J1V1,2020I71S1C72J1V1,PUBLICIDAD,2020PUB,SIN OBSERVACIONES,7040.0,PUB,PUBLICIDAD,I71S1C72J1V1,9.0,Plan Regular,"PUBLICISTA, MENCION GESTION DE NEGOCIOS Y GESTION CREATIVA",116.0,116.0,65.0,DEPTO DE PUBLICIDAD E IMAGEN,FACULTAD TECNOLÓGICA,65.0
3327.0,PUB-2021-9,7040-2021,2021-7040,2021-I71S1C72J1V1,2021-I71S1C72,2021-I71S1C72J1,7040.0,2021.0,2021.0,,PUBLICIDAD,1.0,1.0,OK,70402021.0,I71S1C72,I71S1C72J1V1,2021I71S1C72J1V1,PUBLICIDAD,2021PUB,SIN OBSERVACIONES,7040.0,PUB,PUBLICIDAD,I71S1C72J1V1,9.0,Plan Regular,"PUBLICISTA, MENCION GESTION DE NEGOCIOS Y GESTION CREATIVA",116.0,116.0,65.0,DEPTO DE PUBLICIDAD E IMAGEN,FACULTAD TECNOLÓGICA,65.0
3328.0,PUB-2022-9,7040-2022,2022-7040,2022-I71S1C72J1V1,2022-I71S1C72,2022-I71S1C72J1,7040.0,2022.0,2022.0,,PUBLICIDAD,1.0,1.0,OK,70402022.0,I71S1C72,I71S1C72J1V1,2022I71S1C72J1V1,PUBLICIDAD,2022PUB,SIN OBSERVACIONES,7040.0,PUB,PUBLICIDAD,I71S1C72J1V1,9.0,Plan Regular,"PUBLICISTA, MENCION GESTION DE NEGOCIOS Y GESTION CREATIVA",116.0,116.0,65.0,DEPTO DE PUBLICIDAD E IMAGEN,FACULTAD TECNOLÓGICA,65.0
3329.0,PUB-2023-9,7040-2023,2023-7040,2023-I71S1C72J1V1,2023-I71S1C72,2023-I71S1C72J1,7040.0,2023.0,2023.0,,PUBLICIDAD,1.0,1.0,OK,70402023.0,I71S1C72,I71S1C72J1V1,2023I71S1C72J1V1,PUBLICIDAD,2023PUB,SIN OBSERVACIONES,7040.0,PUB,PUBLICIDAD,I71S1C72J1V1,9.0,Plan Regular,"PUBLICISTA, MENCION GESTION DE NEGOCIOS Y GESTION CREATIVA",116.0,116.0,65.0,DEPTO DE PUBLICIDAD E IMAGEN,FACULTAD TECNOLÓGICA,65.0
3330.0,TDI-2012-6,7041-2012,2012-7041,2012-I71S1C106J1V1,2012-I71S1C106,2012-I71S1C106J1,7041.0,2012.0,2012.0,,TECNOLOGÍA EN DISEÑO INDUSTRIAL,1.0,1.0,OK,70412012.0,I71S1C106,I71S1C106J1V1,2012I71S1C106J1V1,TECNOLOGO EN DISEÑO INDUSTRIAL,2012TDI,APARECE EN MU 2021,7041.0,TDI,TECNOLOGÍA EN DISEÑO INDUSTRIAL,I71S1C106J1V1,6.0,Plan Regular,TECNOLOGO EN DISEÑO INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
,,,-,,,,,,,,,,,,,,,,,,,,,,,,S/I,S/I,,,,,,
,,,-,,,,,,,,,,,,,,,,,,,,,,,,S/I,S/I,,,,,,
3331.0,TDI-2016-6,7041-2016,2016-7041,2016-I71S1C106J1V1,2016-I71S1C106,2016-I71S1C106J1,7041.0,2016.0,2016.0,,TECNOLOGÍA EN DISEÑO INDUSTRIAL,1.0,1.0,OK,70412016.0,I71S1C106,I71S1C106J1V1,2016I71S1C106J1V1,TECNOLOGO EN DISEÑO INDUSTRIAL,2016TDI,SE INFORMA COMO TECNÓLOGO,7041.0,TDI,TECNOLOGÍA EN DISEÑO INDUSTRIAL,I71S1C106J1V1,6.0,Plan Regular,TECNOLOGO EN DISEÑO INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3332.0,TDI-2017-6,7041-2017,2017-7041,2017-I71S1C106J1V1,2017-I71S1C106,2017-I71S1C106J1,7041.0,2017.0,2017.0,,TECNOLOGÍA EN DISEÑO INDUSTRIAL,1.0,1.0,OK,70412017.0,I71S1C106,I71S1C106J1V1,2017I71S1C106J1V1,TECNOLOGO EN DISEÑO INDUSTRIAL,2017TDI,SE INFORMA COMO TECNÓLOGO,7041.0,TDI,TECNOLOGÍA EN DISEÑO INDUSTRIAL,I71S1C106J1V1,6.0,Plan Regular,TECNOLOGO EN DISEÑO INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3333.0,TDI-2018-6,7041-2018,2018-7041,2018-I71S1C106J1V1,2018-I71S1C106,2018-I71S1C106J1,7041.0,2018.0,2018.0,,TECNOLOGÍA EN DISEÑO INDUSTRIAL,1.0,1.0,OK,70412018.0,I71S1C106,I71S1C106J1V1,2018I71S1C106J1V1,TECNOLOGIA EN DISEÑO INDUSTRIAL,2018TDI,SIN OBSERVACIONES,7041.0,TDI,TECNOLOGÍA EN DISEÑO INDUSTRIAL,I71S1C106J1V1,6.0,Plan Regular,TECNOLOGO EN DISEÑO INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3334.0,TDI-2019-6,7041-2019,2019-7041,2019-I71S1C106J1V1,2019-I71S1C106,2019-I71S1C106J1,7041.0,2019.0,2019.0,,TECNOLOGÍA EN DISEÑO INDUSTRIAL,1.0,1.0,OK,70412019.0,I71S1C106,I71S1C106J1V1,2019I71S1C106J1V1,TECNOLOGIA EN DISEÑO INDUSTRIAL,2019TDI,SIN OBSERVACIONES,7041.0,TDI,TECNOLOGÍA EN DISEÑO INDUSTRIAL,I71S1C106J1V1,6.0,Plan Regular,TECNOLOGO EN DISEÑO INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3335.0,TDI-2020-6,7041-2020,2020-7041,2020-I71S1C106J1V1,2020-I71S1C106,2020-I71S1C106J1,7041.0,2020.0,2020.0,,TECNOLOGÍA EN DISEÑO INDUSTRIAL,1.0,1.0,OK,70412020.0,I71S1C106,I71S1C106J1V1,2020I71S1C106J1V1,TECNOLOGIA EN DISEÑO INDUSTRIAL,2020TDI,SIN OBSERVACIONES,7041.0,TDI,TECNOLOGÍA EN DISEÑO INDUSTRIAL,I71S1C106J1V1,6.0,Plan Regular,TECNOLOGO EN DISEÑO INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3336.0,TDI-2021-6,7041-2021,2021-7041,2021-I71S1C106J1V1,2021-I71S1C106,2021-I71S1C106J1,7041.0,2021.0,2021.0,,TECNOLOGÍA EN DISEÑO INDUSTRIAL,1.0,1.0,OK,70412021.0,I71S1C106,I71S1C106J1V1,2021I71S1C106J1V1,TECNOLOGIA EN DISEÑO INDUSTRIAL,2021TDI,SIN OBSERVACIONES,7041.0,TDI,TECNOLOGÍA EN DISEÑO INDUSTRIAL,I71S1C106J1V1,6.0,Plan Regular,TECNOLOGO EN DISEÑO INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3337.0,TDI-2022-6,7041-2022,2022-7041,2022-I71S1C106J1V1,2022-I71S1C106,2022-I71S1C106J1,7041.0,2022.0,2022.0,,TECNOLOGÍA EN DISEÑO INDUSTRIAL,1.0,1.0,OK,70412022.0,I71S1C106,I71S1C106J1V1,2022I71S1C106J1V1,TECNOLOGIA EN DISEÑO INDUSTRIAL,2022TDI,SIN OBSERVACIONES,7041.0,TDI,TECNOLOGÍA EN DISEÑO INDUSTRIAL,I71S1C106J1V1,6.0,Plan Regular,TECNOLOGO EN DISEÑO INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3338.0,TDI-2023-6,7041-2023,2023-7041,2023-I71S1C106J1V1,2023-I71S1C106,2023-I71S1C106J1,7041.0,2023.0,2023.0,,TECNOLOGÍA EN DISEÑO INDUSTRIAL,1.0,1.0,OK,70412023.0,I71S1C106,I71S1C106J1V1,2023I71S1C106J1V1,TECNOLOGIA EN DISEÑO INDUSTRIAL,2023TDI,,7041.0,TDI,TECNOLOGÍA EN DISEÑO INDUSTRIAL,I71S1C106J1V1,6.0,Plan Regular,TECNOLOGO EN DISEÑO INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3339.0,TCO-2016-6,7042-2016,2016-7042,2016-I71S1C110J1V1,2016-I71S1C110,2016-I71S1C110J1,7042.0,2016.0,2016.0,,TECNOLOGÍA EN TELECOMUNICACIONES,1.0,1.0,OK,70422016.0,I71S1C110,I71S1C110J1V1,2016I71S1C110J1V1,TECNOLOGO EN TELECOMUNICACIONES,2016TCO,SE INFORMA COMO TECNÓLOGO,7042.0,TCO,TECNOLOGÍA EN TELECOMUNICACIONES,I71S1C110J1V1,6.0,Plan Regular,TECNOLOGO EN TELECOMUNICACIONES,68.0,68.0,65.0,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65.0
3340.0,TCO-2017-6,7042-2017,2017-7042,2017-I71S1C110J1V1,2017-I71S1C110,2017-I71S1C110J1,7042.0,2017.0,2017.0,,TECNOLOGÍA EN TELECOMUNICACIONES,1.0,1.0,OK,70422017.0,I71S1C110,I71S1C110J1V1,2017I71S1C110J1V1,TECNOLOGO EN TELECOMUNICACIONES,2017TCO,SE INFORMA COMO TECNÓLOGO,7042.0,TCO,TECNOLOGÍA EN TELECOMUNICACIONES,I71S1C110J1V1,6.0,Plan Regular,TECNOLOGO EN TELECOMUNICACIONES,68.0,68.0,65.0,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65.0
3341.0,TCO-2018-6,7042-2018,2018-7042,2018-I71S1C110J1V1,2018-I71S1C110,2018-I71S1C110J1,7042.0,2018.0,2018.0,,TECNOLOGÍA EN TELECOMUNICACIONES,1.0,1.0,OK,70422018.0,I71S1C110,I71S1C110J1V1,2018I71S1C110J1V1,TECNOLOGIA EN TELECOMUNICACIONES,2018TCO,SIN OBSERVACIONES,7042.0,TCO,TECNOLOGÍA EN TELECOMUNICACIONES,I71S1C110J1V1,6.0,Plan Regular,TECNOLOGO EN TELECOMUNICACIONES,68.0,68.0,65.0,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65.0
3342.0,TCO-2019-6,7042-2019,2019-7042,2019-I71S1C110J1V1,2019-I71S1C110,2019-I71S1C110J1,7042.0,2019.0,2019.0,,TECNOLOGÍA EN TELECOMUNICACIONES,1.0,1.0,OK,70422019.0,I71S1C110,I71S1C110J1V1,2019I71S1C110J1V1,TECNOLOGIA EN TELECOMUNICACIONES,2019TCO,SIN OBSERVACIONES,7042.0,TCO,TECNOLOGÍA EN TELECOMUNICACIONES,I71S1C110J1V1,6.0,Plan Regular,TECNOLOGO EN TELECOMUNICACIONES,68.0,68.0,65.0,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65.0
3343.0,TCO-2020-6,7042-2020,2020-7042,2020-I71S1C110J1V1,2020-I71S1C110,2020-I71S1C110J1,7042.0,2020.0,2020.0,,TECNOLOGÍA EN TELECOMUNICACIONES,1.0,1.0,OK,70422020.0,I71S1C110,I71S1C110J1V1,2020I71S1C110J1V1,TECNOLOGIA EN TELECOMUNICACIONES,2020TCO,SIN OBSERVACIONES,7042.0,TCO,TECNOLOGÍA EN TELECOMUNICACIONES,I71S1C110J1V1,6.0,Plan Regular,TECNOLOGO EN TELECOMUNICACIONES,68.0,68.0,65.0,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65.0
3344.0,TCO-2021-6,7042-2021,2021-7042,2021-I71S1C110J1V1,2021-I71S1C110,2021-I71S1C110J1,7042.0,2021.0,2021.0,,TECNOLOGÍA EN TELECOMUNICACIONES,1.0,1.0,OK,70422021.0,I71S1C110,I71S1C110J1V1,2021I71S1C110J1V1,TECNOLOGIA EN TELECOMUNICACIONES,2021TCO,SIN OBSERVACIONES,7042.0,TCO,TECNOLOGÍA EN TELECOMUNICACIONES,I71S1C110J1V1,6.0,Plan Regular,TECNOLOGO EN TELECOMUNICACIONES,68.0,68.0,65.0,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65.0
3345.0,TCO-2022-6,7042-2022,2022-7042,2022-I71S1C110J1V1,2022-I71S1C110,2022-I71S1C110J1,7042.0,2022.0,2022.0,,TECNOLOGÍA EN TELECOMUNICACIONES,1.0,1.0,OK,70422022.0,I71S1C110,I71S1C110J1V1,2022I71S1C110J1V1,TECNOLOGIA EN TELECOMUNICACIONES,2022TCO,SIN OBSERVACIONES,7042.0,TCO,TECNOLOGÍA EN TELECOMUNICACIONES,I71S1C110J1V1,6.0,Plan Regular,TECNOLOGO EN TELECOMUNICACIONES,68.0,68.0,65.0,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65.0
,,,-,,,,,,,,,,,,,,,,,,,,,,,,S/I,S/I,,,,,,
,,,-,,,,,,,,,,,,,,,,,,,,,,,,S/I,S/I,,,,,,
3346.0,TCO-2023-6,7042-2023,2023-7042,2023-I71S1C110J1V1,2023-I71S1C110,2023-I71S1C110J1,7042.0,2023.0,2023.0,,TECNOLOGÍA EN TELECOMUNICACIONES,1.0,1.0,OK,70422023.0,I71S1C110,I71S1C110J1V1,2023I71S1C110J1V1,TECNOLOGIA EN TELECOMUNICACIONES,2023TCO,SIN OBSERVACIONES,7042.0,TCO,TECNOLOGÍA EN TELECOMUNICACIONES,I71S1C110J1V1,6.0,Plan Regular,TECNOLOGO EN TELECOMUNICACIONES,68.0,68.0,65.0,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65.0
3347.0,TCI-2016-6,7043-2016,2016-7043,2016-I71S1C105J1V1,2016-I71S1C105,2016-I71S1C105J1,7043.0,2016.0,2016.0,,TECNOLOGÍA EN CONTROL INDUSTRIAL,1.0,1.0,OK,70432016.0,I71S1C105,I71S1C105J1V1,2016I71S1C105J1V1,TECNOLOGO EN CONTROL INDUSTRIAL,2016TCI,SE INFORMA COMO TECNÓLOGO,7043.0,TCI,TECNOLOGÍA EN CONTROL INDUSTRIAL,I71S1C105J1V1,6.0,Plan Regular,TECNOLOGO EN CONTROL INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3348.0,TCI-2017-6,7043-2017,2017-7043,2017-I71S1C105J1V1,2017-I71S1C105,2017-I71S1C105J1,7043.0,2017.0,2017.0,,TECNOLOGÍA EN CONTROL INDUSTRIAL,1.0,1.0,OK,70432017.0,I71S1C105,I71S1C105J1V1,2017I71S1C105J1V1,TECNOLOGO EN CONTROL INDUSTRIAL,2017TCI,SE INFORMA COMO TECNÓLOGO,7043.0,TCI,TECNOLOGÍA EN CONTROL INDUSTRIAL,I71S1C105J1V1,6.0,Plan Regular,TECNOLOGO EN CONTROL INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3349.0,TCI-2018-6,7043-2018,2018-7043,2018-I71S1C105J1V1,2018-I71S1C105,2018-I71S1C105J1,7043.0,2018.0,2018.0,,TECNOLOGÍA EN CONTROL INDUSTRIAL,1.0,1.0,OK,70432018.0,I71S1C105,I71S1C105J1V1,2018I71S1C105J1V1,TECNOLOGIA EN CONTROL INDUSTRIAL,2018TCI,SIN OBSERVACIONES,7043.0,TCI,TECNOLOGÍA EN CONTROL INDUSTRIAL,I71S1C105J1V1,6.0,Plan Regular,TECNOLOGO EN CONTROL INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3350.0,TCI-2019-6,7043-2019,2019-7043,2019-I71S1C105J1V1,2019-I71S1C105,2019-I71S1C105J1,7043.0,2019.0,2019.0,,TECNOLOGÍA EN CONTROL INDUSTRIAL,1.0,1.0,OK,70432019.0,I71S1C105,I71S1C105J1V1,2019I71S1C105J1V1,TECNOLOGIA EN CONTROL INDUSTRIAL,2019TCI,SIN OBSERVACIONES,7043.0,TCI,TECNOLOGÍA EN CONTROL INDUSTRIAL,I71S1C105J1V1,6.0,Plan Regular,TECNOLOGO EN CONTROL INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3351.0,TCI-2020-6,7043-2020,2020-7043,2020-I71S1C105J1V1,2020-I71S1C105,2020-I71S1C105J1,7043.0,2020.0,2020.0,,TECNOLOGÍA EN CONTROL INDUSTRIAL,1.0,1.0,OK,70432020.0,I71S1C105,I71S1C105J1V1,2020I71S1C105J1V1,TECNOLOGIA EN CONTROL INDUSTRIAL,2020TCI,SIN OBSERVACIONES,7043.0,TCI,TECNOLOGÍA EN CONTROL INDUSTRIAL,I71S1C105J1V1,6.0,Plan Regular,TECNOLOGO EN CONTROL INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3352.0,TCI-2021-6,7043-2021,2021-7043,2021-I71S1C105J1V1,2021-I71S1C105,2021-I71S1C105J1,7043.0,2021.0,2021.0,,TECNOLOGÍA EN CONTROL INDUSTRIAL,1.0,1.0,OK,70432021.0,I71S1C105,I71S1C105J1V1,2021I71S1C105J1V1,TECNOLOGIA EN CONTROL INDUSTRIAL,2021TCI,SIN OBSERVACIONES,7043.0,TCI,TECNOLOGÍA EN CONTROL INDUSTRIAL,I71S1C105J1V1,6.0,Plan Regular,TECNOLOGO EN CONTROL INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3353.0,TCI-2022-6,7043-2022,2022-7043,2022-I71S1C105J1V1,2022-I71S1C105,2022-I71S1C105J1,7043.0,2022.0,2022.0,,TECNOLOGÍA EN CONTROL INDUSTRIAL,1.0,1.0,OK,70432022.0,I71S1C105,I71S1C105J1V1,2022I71S1C105J1V1,TECNOLOGIA EN CONTROL INDUSTRIAL,2022TCI,SIN OBSERVACIONES,7043.0,TCI,TECNOLOGÍA EN CONTROL INDUSTRIAL,I71S1C105J1V1,6.0,Plan Regular,TECNOLOGO EN CONTROL INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3354.0,TCI-2023-6,7043-2023,2023-7043,2023-I71S1C105J1V1,2023-I71S1C105,2023-I71S1C105J1,7043.0,2023.0,2023.0,,TECNOLOGÍA EN CONTROL INDUSTRIAL,1.0,1.0,OK,70432023.0,I71S1C105,I71S1C105J1V1,2023I71S1C105J1V1,TECNOLOGIA EN CONTROL INDUSTRIAL,2023TCI,,7043.0,TCI,TECNOLOGÍA EN CONTROL INDUSTRIAL,I71S1C105J1V1,6.0,Plan Regular,TECNOLOGO EN CONTROL INDUSTRIAL,67.0,67.0,65.0,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65.0
3355.0,TEA-2016-6,7044-2016,2016-7044,2016-I71S1C103J1V1,2016-I71S1C103,2016-I71S1C103J1,7044.0,2016.0,2016.0,,TECNOLOGÍA EN ALIMENTOS,1.0,1.0,OK,70442016.0,I71S1C103,I71S1C103J1V1,2016I71S1C103J1V1,TECNOLOGO EN ALIMENTOS,2016TEA,SE INFORMA COMO TECNÓLOGO,7044.0,TEA,TECNOLOGÍA EN ALIMENTOS,I71S1C103J1V1,6.0,Plan Regular,TECNOLOGO EN ALIMENTOS,66.0,66.0,65.0,DPTO DE CS Y TECNO DE LOS ALIM,FACULTAD TECNOLÓGICA,65.0
3356.0,TEA-2017-6,7044-2017,2017-7044,2017-I71S1C103J1V1,2017-I71S1C103,2017-I71S1C103J1,7044.0,2017.0,2017.0,,TECNOLOGÍA EN ALIMENTOS,1.0,1.0,OK,70442017.0,I71S1C103,I71S1C103J1V1,2017I71S1C103J1V1,TECNOLOGO EN ALIMENTOS,2017TEA,SE INFORMA COMO TECNÓLOGO,7044.0,TEA,TECNOLOGÍA EN ALIMENTOS,I71S1C103J1V1,6.0,Plan Regular,TECNOLOGO EN ALIMENTOS,66.0,66.0,65.0,DPTO DE CS Y TECNO DE LOS ALIM,FACULTAD TECNOLÓGICA,65.0
3357.0,TEA-2018-6,7044-2018,2018-7044,2018-I71S1C103J1V1,2018-I71S1C103,2018-I71S1C103J1,7044.0,2018.0,2018.0,,TECNOLOGÍA EN ALIMENTOS,1.0,1.0,OK,70442018.0,I71S1C103,I71S1C103J1V1,2018I71S1C103J1V1,TECNOLOGIA EN ALIMENTOS,2018TEA,SIN OBSERVACIONES,7044.0,TEA,TECNOLOGÍA EN ALIMENTOS,I71S1C103J1V1,6.0,Plan Regular,TECNOLOGO EN ALIMENTOS,66.0,66.0,65.0,DPTO DE CS Y TECNO DE LOS ALIM,FACULTAD TECNOLÓGICA,65.0
3358.0,TEA-2019-6,7044-2019,2019-7044,2019-I71S1C103J1V1,2019-I71S1C103,2019-I71S1C103J1,7044.0,2019.0,2019.0,,TECNOLOGÍA EN ALIMENTOS,1.0,1.0,OK,70442019.0,I71S1C103,I71S1C103J1V1,2019I71S1C103J1V1,TECNOLOGIA EN ALIMENTOS,2019TEA,SIN OBSERVACIONES,7044.0,TEA,TECNOLOGÍA EN ALIMENTOS,I71S1C103J1V1,6.0,Plan Regular,TECNOLOGO EN ALIMENTOS,66.0,66.0,65.0,DPTO DE CS Y TECNO DE LOS ALIM,FACULTAD TECNOLÓGICA,65.0
3359.0,TEA-2020-6,7044-2020,2020-7044,2020-I71S1C103J1V1,2020-I71S1C103,2020-I71S1C103J1,7044.0,2020.0,2020.0,,TECNOLOGÍA EN ALIMENTOS,1.0,1.0,OK,70442020.0,I71S1C103,I71S1C103J1V1,2020I71S1C103J1V1,TECNOLOGIA EN ALIMENTOS,2020TEA,SIN OBSERVACIONES,7044.0,TEA,TECNOLOGÍA EN ALIMENTOS,I71S1C103J1V1,6.0,Plan Regular,TECNOLOGO EN ALIMENTOS,66.0,66.0,65.0,DPTO DE CS Y TECNO DE LOS ALIM,FACULTAD TECNOLÓGICA,65.0
3360.0,TEA-2021-6,7044-2021,2021-7044,2021-I71S1C103J1V1,2021-I71S1C103,2021-I71S1C103J1,7044.0,2021.0,2021.0,,TECNOLOGÍA EN ALIMENTOS,1.0,1.0,OK,70442021.0,I71S1C103,I71S1C103J1V1,2021I71S1C103J1V1,TECNOLOGIA EN ALIMENTOS,2021TEA,SIN OBSERVACIONES,7044.0,TEA,TECNOLOGÍA EN ALIMENTOS,I71S1C103J1V1,6.0,Plan Regular,TECNOLOGO EN ALIMENTOS,66.0,66.0,65.0,DPTO DE CS Y TECNO DE LOS ALIM,FACULTAD TECNOLÓGICA,65.0
3361.0,TEA-2022-6,7044-2022,2022-7044,2022-I71S1C103J1V1,2022-I71S1C103,2022-I71S1C103J1,7044.0,2022.0,2022.0,,TECNOLOGÍA EN ALIMENTOS,1.0,1.0,OK,70442022.0,I71S1C103,I71S1C103J1V1,2022I71S1C103J1V1,TECNOLOGIA EN ALIMENTOS,2022TEA,SIN OBSERVACIONES,7044.0,TEA,TECNOLOGÍA EN ALIMENTOS,I71S1C103J1V1,6.0,Plan Regular,TECNOLOGO EN ALIMENTOS,66.0,66.0,65.0,DPTO DE CS Y TECNO DE LOS ALIM,FACULTAD TECNOLÓGICA,65.0
3362.0,TEA-2023-6,7044-2023,2023-7044,2023-I71S1C103J1V1,2023-I71S1C103,2023-I71S1C103J1,7044.0,2023.0,2023.0,,TECNOLOGÍA EN ALIMENTOS,1.0,1.0,OK,70442023.0,I71S1C103,I71S1C103J1V1,2023I71S1C103J1V1,TECNOLOGIA EN ALIMENTOS,2023TEA,SIN OBSERVACIONES,7044.0,TEA,TECNOLOGÍA EN ALIMENTOS,I71S1C103J1V1,6.0,Plan Regular,TECNOLOGO EN ALIMENTOS,66.0,66.0,65.0,DPTO DE CS Y TECNO DE LOS ALIM,FACULTAD TECNOLÓGICA,65.0
3363.0,TMI-2015-6,7045-2015,2015-7045,2015-I71S1C109J1V1,2015-I71S1C109,2015-I71S1C109J1,7045.0,2015.0,2015.0,,TECNOLOGÍA EN MANTENIMIENTO INDUSTRIAL,1.0,1.0,OK,70452015.0,I71S1C109,I71S1C109J1V1,2015I71S1C109J1V1,TECNOLOGO EN MANTENIMIENTO INDUSTRIAL,2015TMI,APARECE EN MU 2021,7045.0,TMI,TECNOLOGÍA EN MANTENIMIENTO INDUSTRIAL,I71S1C109J1V1,6.0,Plan Regular,TECNOLOGO EN MANTENIMIENTO INDUSTRIAL,68.0,68.0,65.0,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65.0
3364.0,TMI-2016-6,7045-2016,2016-7045,2016-I71S1C109J1V1,2016-I71S1C109,2016-I71S1C109J1,7045.0,2016.0,2016.0,,TECNOLOGÍA EN MANTENIMIENTO INDUSTRIAL,1.0,1.0,OK,70452016.0,I71S1C109,I71S1C109J1V1,2016I71S1C109J1V1,TECNOLOGO EN MANTENIMIENTO INDUSTRIAL,2016TMI,SE INFORMA COMO TECNÓLOGO,7045.0,TMI,TECNOLOGÍA EN MANTENIMIENTO INDUSTRIAL,I71S1C109J1V1,6.0,Plan Regular,TECNOLOGO EN MANTENIMIENTO INDUSTRIAL,68.0,68.0,65.0,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65.0
